experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,303,5100,train,4.5313,329564,1124.79
,304,5100,train,4.4794,330698,1124.82
,305,5100,train,4.3757,331813,1124.79
,306,5100,train,4.5746,332938,1124.79
,307,5100,train,4.7090,334055,1124.76
,308,5100,train,4.6411,335190,1124.80
,309,5100,train,4.4308,336300,1124.75
,310,5100,train,4.5620,337435,1124.78
,311,5100,train,4.4334,338542,1124.73
,312,5100,train,4.4815,339686,1124.79
,313,5100,train,4.4936,340803,1124.76
,314,5100,train,4.4518,341935,1124.79
,315,5100,train,4.4426,343044,1124.73
,316,5100,train,4.3656,344174,1124.75
,317,5100,train,4.4073,345284,1124.70
,318,5100,train,4.3973,346415,1124.72
,319,5100,train,4.4233,347521,1124.66
,320,5100,train,4.5616,348653,1124.69
,321,5100,train,4.4796,349760,1124.63
,322,5100,train,4.3844,350894,1124.66
,323,5100,train,4.5184,352001,1124.60
,324,5100,train,4.7158,353134,1124.63
,325,5100,train,4.5237,354240,1124.57
,326,5100,train,4.4661,355373,1124.60
,327,5100,train,4.4892,356480,1124.54
,328,5100,train,4.5364,357612,1124.57
,329,5100,train,4.3485,358721,1124.52
,330,5100,train,4.5190,359853,1124.54
,331,5100,train,4.4911,360961,1124.49
,332,5100,train,4.3718,362092,1124.51
,333,5100,train,4.4539,363200,1124.46
,334,5100,train,4.3433,364331,1124.48
,335,5100,train,4.3453,365441,1124.43
,336,5100,train,4.5524,366573,1124.46
,337,5100,train,5.0124,367680,1124.40
,338,5100,train,4.4740,368825,1124.47
,339,5100,train,4.4996,369940,1124.44
,340,5100,train,4.4231,371072,1124.46
,341,5100,train,4.5624,372180,1124.41
,342,5100,train,4.3842,373312,1124.43
,343,5100,train,4.8152,374420,1124.39
,344,5100,train,4.4838,375553,1124.41
,345,5100,train,4.3277,376661,1124.36
,346,5100,train,4.2662,377794,1124.39
,347,5100,train,4.4323,378900,1124.33
,348,5100,train,4.4019,380032,1124.36
,349,5100,train,4.4258,381140,1124.31
,350,5100,train,4.3457,382272,1124.33
,351,5100,train,4.2551,383381,1124.28
,352,5100,train,4.5521,384513,1124.31
,353,5100,train,4.2247,385620,1124.26
,354,5100,train,4.4929,386749,1124.27
,355,5100,train,4.5102,387860,1124.23
,356,5100,train,4.2981,388990,1124.25
,357,5100,train,4.3160,390099,1124.21
,358,5100,train,4.5223,391230,1124.22
,359,5100,train,4.2830,392340,1124.18
,360,5100,train,4.3294,393470,1124.20
,361,5100,train,4.3218,394580,1124.16
,362,5100,train,4.1970,395711,1124.18
,363,5100,train,4.3527,396819,1124.13
,364,5100,train,4.3168,397953,1124.16
,365,5100,train,4.2979,399059,1124.11
,366,5100,train,4.3529,400193,1124.14
,367,5100,train,4.2449,401300,1124.09
,368,5100,train,4.3800,402432,1124.11
,369,5100,train,4.2999,403540,1124.07
,370,5100,train,4.1848,404695,1124.15
,371,5100,train,4.3910,405804,1124.11
,372,5100,train,4.2981,406933,1124.13
,373,5100,train,4.5136,408040,1124.08
,374,5100,train,4.3252,409172,1124.10
,375,5100,train,4.3421,410279,1124.05
,375,5100,val,4.3027,410280,1124.05
,376,5100,train,4.5570,411407,1124.06
,377,5100,train,4.1329,412517,1124.02
,378,5100,train,4.3623,413647,1124.04
,379,5100,train,4.3780,414755,1124.00
,380,5100,train,4.3059,415885,1124.01
,381,5100,train,4.2489,416995,1123.98
,382,5100,train,4.2390,418208,1124.22
,383,5100,train,4.2230,419319,1124.18
,384,5100,train,4.3225,420448,1124.19
,385,5100,train,4.1136,421556,1124.15
,386,5100,train,4.3309,422687,1124.17
,387,5100,train,4.2184,423795,1124.12
,388,5100,train,4.3894,424926,1124.14
,389,5100,train,4.2577,426035,1124.10
,390,5100,train,4.3232,427169,1124.13
,391,5100,train,4.1816,428274,1124.08
,392,5100,train,4.2576,429406,1124.10
,393,5100,train,4.2385,430516,1124.06
