experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
lazy_sched,368,5100,train,4.1290,402562,1124.48
lazy_sched,369,5100,train,4.0444,403681,1124.46
lazy_sched,370,5100,train,3.9498,404802,1124.45
lazy_sched,371,5100,train,4.1206,405932,1124.47
lazy_sched,372,5100,train,4.0447,407061,1124.48
lazy_sched,373,5100,train,4.2649,408198,1124.51
lazy_sched,374,5100,train,4.0758,409334,1124.54
lazy_sched,375,5100,train,4.1168,410464,1124.56
lazy_sched,375,5100,val,4.0572,410465,1124.56
lazy_sched,376,5100,train,4.3243,411587,1124.56
lazy_sched,377,5100,train,3.8944,412710,1124.55
lazy_sched,378,5100,train,4.1237,413830,1124.54
lazy_sched,379,5100,train,4.1291,414952,1124.53
lazy_sched,380,5100,train,4.0716,416072,1124.52
lazy_sched,381,5100,train,4.0103,417194,1124.51
lazy_sched,382,5100,train,4.0059,418415,1124.77
lazy_sched,383,5100,train,3.9876,419535,1124.76
lazy_sched,384,5100,train,4.1039,420654,1124.74
lazy_sched,385,5100,train,3.8823,421774,1124.73
lazy_sched,386,5100,train,4.0966,422893,1124.72
lazy_sched,387,5100,train,3.9901,424013,1124.70
lazy_sched,388,5100,train,4.1735,425133,1124.69
lazy_sched,389,5100,train,4.0323,426253,1124.68
lazy_sched,390,5100,train,4.0897,427373,1124.67
lazy_sched,391,5100,train,3.9514,428491,1124.65
lazy_sched,392,5100,train,4.0186,429612,1124.64
lazy_sched,393,5100,train,4.0328,430732,1124.63
lazy_sched,394,5100,train,4.0282,431852,1124.61
lazy_sched,395,5100,train,4.0256,432973,1124.60
lazy_sched,396,5100,train,3.9569,434093,1124.59
lazy_sched,397,5100,train,3.7904,435212,1124.58
lazy_sched,398,5100,train,4.0368,436331,1124.56
lazy_sched,399,5100,train,4.0123,437451,1124.55
lazy_sched,400,5100,train,3.9436,438572,1124.54
lazy_sched,401,5100,train,4.0449,439701,1124.55
lazy_sched,402,5100,train,3.9364,440829,1124.56
lazy_sched,403,5100,train,4.2031,441962,1124.58
lazy_sched,404,5100,train,4.1090,443089,1124.59
